,ASSETME,CORR,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2017-01-18 21:00:00+00:00,238.36,-0.5421019465483828,0.0015139761567422628,0.0001566194999997883,0.0009376904539036889,0.014405288831571994,0.05860668587015753,0.008047572556051848,0.0,9638206.195,363360.0,363360.0,0.0,0.03633030996501843,363360.0,363360.0,2,-0.00014387489978119532,0.03633030996501843,0.03633030996501843,[],2017-01-18 21:00:00+00:00,2017-01,2017-01-18 14:31:00+00:00,2720.0,10001566.195,"[{'amount': 2000L, 'last_sale_price': 62.5, 'cost_basis': 63.04750750000001, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 238.36, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.0002720313871173996,2.3704446648818336,0.0,0.0,0,5.932333537611602,9638206.195,360640.0,360640.0,11,[],0.0
2017-01-19 21:00:00+00:00,243.76,0.38309527112626823,0.002652799335628331,0.0006566194999999553,0.015384424587677243,0.010647022115056304,0.06041564384832048,-0.0071209786505106246,0.0,9638206.195,368360.0,368360.0,0.0,0.03681182863548728,368360.0,368360.0,2,-0.00014387489978119532,0.03681182863548728,0.03681182863548728,[],2017-01-19 21:00:00+00:00,2017-01,2017-01-19 14:31:00+00:00,5000.0,10006566.195,"[{'amount': 2000L, 'last_sale_price': 62.300000000000004, 'cost_basis': 63.04750750000001, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 243.76, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.0004999217025130065,5.197560885643222,0.0,0.0,0,23.805371831228083,9638206.195,363360.0,363360.0,12,[],0.0
2017-01-20 21:00:00+00:00,244.73000000000002,0.8447657346520332,0.002603713871602914,0.000841619500000057,0.01764782008481938,0.014360480882641635,0.059128711731156365,-0.004805065269236648,0.0,9638206.195,370210.0,370210.0,0.0,0.03698986860527936,370210.0,370210.0,2,-0.00014387489978119532,0.03698986860527936,0.03698986860527936,"[{'status': 0, 'created': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 1000, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(1894 [MSFT]), 'dt': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'id': 'c3ad4a605ca0482f9e01772d44885641', 'filled': 0}]",2017-01-20 21:00:00+00:00,2017-01,2017-01-20 14:31:00+00:00,1850.0,10008416.195,"[{'amount': 2000L, 'last_sale_price': 62.74, 'cost_basis': 63.04750750000001, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 244.73000000000002, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.00018487860510285614,6.264614898754485,0.0,0.0,0,29.31160994480327,9638206.195,368360.0,368360.0,13,[],0.0
2017-01-23 21:00:00+00:00,248.92000000000002,0.7467590238701304,0.0030101737723845948,0.0013013715000000925,0.025960562921531406,0.011721012640975692,0.05894464562917166,-0.012039812004151718,-62992.47999999998,9575213.715,437800.0,437800.0,0.0,0.043723100003763456,437800.0,437800.0,2,-0.00014387489978119532,0.043723100003763456,0.043723100003763456,"[{'status': 1, 'created': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 1000, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(1894 [MSFT]), 'dt': Timestamp('2017-01-23 21:00:00+0000', tz='UTC'), 'id': 'c3ad4a605ca0482f9e01772d44885641', 'filled': 1000}]",2017-01-23 21:00:00+00:00,2017-01,2017-01-23 14:31:00+00:00,4597.519999999553,10013013.715,"[{'amount': 3000L, 'last_sale_price': 62.96, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 248.92000000000002, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.00045936538913093905,7.778538101261955,0.0,0.0,0,43.6650467407549,9638206.195,370210.0,370210.0,14,"[{'commission': None, 'amount': 1000, 'sid': Equity(1894 [MSFT]), 'order_id': 'c3ad4a605ca0482f9e01772d44885641', 'price': 62.99148, 'dt': Timestamp('2017-01-23 21:00:00+0000', tz='UTC')}]",0.0
2017-01-24 21:00:00+00:00,254.61,0.966806084960591,0.00391951488498559,0.002038371500000302,0.032480200688107315,0.018207896747549412,0.06122098140214766,0.005700579025352852,0.0,9575213.715,445170.0,445170.0,0.0,0.044426442405953316,445170.0,445170.0,2,-0.00014387489978119532,0.044426442405953316,0.044426442405953316,[],2017-01-24 21:00:00+00:00,2017-01,2017-01-24 14:31:00+00:00,7370.0,10020383.715,"[{'amount': 3000L, 'last_sale_price': 63.52, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 254.61, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.0007360421357418545,8.730487532049374,0.0,0.0,0,66.05364755915005,9575213.715,437800.0,437800.0,15,[],0.0
2017-01-25 21:00:00+00:00,254.47,0.8064930338249537,0.0038081277687835504,0.0020723715000001697,0.03184228043529583,0.027021060202746527,0.0661144873550234,0.001829622981225983,0.0,9575213.715,445510.0,445510.0,0.0,0.04445886471584054,445510.0,445510.0,2,-0.00014387489978119532,0.04445886471584054,0.04445886471584054,[],2017-01-25 21:00:00+00:00,2017-01,2017-01-25 14:31:00+00:00,340.0,10020723.715,"[{'amount': 3000L, 'last_sale_price': 63.68, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 254.47, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",3.3930836350171134e-05,8.564571292809237,0.0,0.0,0,65.02157606380895,9575213.715,445170.0,445170.0,16,[],0.0
2017-01-26 21:00:00+00:00,252.51000000000002,-0.532611848290946,0.0037312007990402394,0.0020533715000001784,0.029191277407709066,0.02594706967682714,0.06486703877004459,0.0032046154543680216,0.0,9575213.715,445320.0,445320.0,0.0,0.04444074663741601,445320.0,445320.0,2,-0.00014387489978119532,0.04445886471584054,0.04444074663741601,[],2017-01-26 21:00:00+00:00,2017-01,2017-01-26 14:31:00+00:00,-190.0,10020533.715,"[{'amount': 3000L, 'last_sale_price': 64.27, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 252.51000000000002, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",-1.8960706372528335e-05,8.15163548631026,0.0,0.0,0,61.810971610157836,9575213.715,445510.0,445510.0,17,[],0.0
2017-01-27 21:00:00+00:00,252.95000000000002,0.3594350067839664,0.003882612034292128,0.002550371500000148,0.03596067418289671,0.024336784012150225,0.06398040382524776,-0.0008597903148084922,0.0,9575213.715,450290.0,450290.0,0.0,0.0449144514630505,450290.0,450290.0,2,-0.00014387489978119532,0.0449144514630505,0.0449144514630505,[],2017-01-27 21:00:00+00:00,2017-01,2017-01-27 14:31:00+00:00,4970.0,10025503.715,"[{'amount': 3000L, 'last_sale_price': 65.78, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 252.95000000000002, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.0004959815655887212,9.186956260054487,0.0,0.0,0,74.58983289540443,9575213.715,445320.0,445320.0,18,[],0.0
2017-01-30 21:00:00+00:00,250.63,0.12815401185276787,0.004302099386271517,0.002123371500000193,0.025381182198001326,0.01798385700289873,0.06798077829432853,0.011570632940026242,0.0,9575213.715,446020.0,446020.0,0.0,0.04450749405558595,446020.0,446020.0,2,-0.0004259137616807157,0.0449144514630505,0.04450749405558595,[],2017-01-30 21:00:00+00:00,2017-01,2017-01-30 14:31:00+00:00,-4270.0,10021233.715,"[{'amount': 3000L, 'last_sale_price': 65.13, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 250.63, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",-0.00042591376168066297,6.541710635158286,0.0,0.0,0,17.378183140273613,9575213.715,450290.0,450290.0,19,[],0.0
2017-01-31 21:00:00+00:00,251.93,-0.24650051882549504,0.0042110421797493785,0.0021093715000002344,0.023872704890623677,0.017894707854506642,0.06626950628950647,0.011908127245838932,0.0,9575213.715,445880.0,445880.0,0.0,0.04449414531794946,445880.0,445880.0,2,-0.0004398781473096311,0.0449144514630505,0.04449414531794946,[],2017-01-31 21:00:00+00:00,2017-01,2017-01-31 14:31:00+00:00,-140.0,10021093.715,"[{'amount': 3000L, 'last_sale_price': 64.65, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 251.93, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",-1.3970335787094612e-05,6.307205551170622,0.0,0.0,0,16.818340919589815,9575213.715,446020.0,446020.0,20,[],0.0
2017-02-01 21:00:00+00:00,249.24,-0.5428713627976358,0.0047569358785426105,0.001519371500000366,0.015396991002998477,0.018297045895941944,0.0646147637131202,0.012897566469302376,0.0,9575213.715,439980.0,439980.0,0.0,0.043931252107588414,439980.0,439980.0,2,-0.0010283772559549994,0.0449144514630505,0.043931252107588414,[],2017-02-01 21:00:00+00:00,2017-02,2017-02-01 14:31:00+00:00,-5900.0,10015193.715,"[{'amount': 3000L, 'last_sale_price': 63.58, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 249.24, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",-0.0005887580904634371,3.8323102180189133,0.0,0.0,0,7.131340680142,9575213.715,445880.0,445880.0,21,[],0.0
2017-02-02 21:00:00+00:00,251.55,-0.7814585952009067,0.004643848134823275,0.001627371500000363,0.015840050122912785,0.018968231630958066,0.06306165524106457,0.012874159217941989,0.0,9575213.715,441060.0,441060.0,0.0,0.044034339770436276,441060.0,441060.0,2,-0.0010283772559549994,0.0449144514630505,0.044034339770436276,"[{'status': 0, 'created': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 1000, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(2862 [TSLA]), 'dt': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'id': '4109050326d941608f3516336d419efe', 'filled': 0}]",2017-02-02 21:00:00+00:00,2017-02,2017-02-02 14:31:00+00:00,1080.0,10016273.715,"[{'amount': 3000L, 'last_sale_price': 63.17, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 1000L, 'last_sale_price': 251.55, 'cost_basis': 235.69879000000003, 'sid': Equity(2862 [TSLA])}]",0.00010783615681675407,4.013186645135406,0.0,0.0,0,7.461949231013956,9575213.715,439980.0,439980.0,22,[],0.0
2017-02-03 21:00:00+00:00,251.33,-0.6749294745253228,0.004539435573197996,0.001745705000000486,0.015622798704297976,0.025991877625757498,0.06476509686431024,0.0123471092103442,-251456.66500000004,9323757.05,693700.0,693700.0,0.0,0.06924911147984407,693700.0,693700.0,2,-0.0010283772559549994,0.06924911147984407,0.06924911147984407,"[{'status': 1, 'created': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 1000, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(2862 [TSLA]), 'dt': Timestamp('2017-02-03 21:00:00+0000', tz='UTC'), 'id': '4109050326d941608f3516336d419efe', 'filled': 1000}]",2017-02-03 21:00:00+00:00,2017-02,2017-02-03 14:31:00+00:00,1183.335000000894,10017457.05,"[{'amount': 3000L, 'last_sale_price': 63.68, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 251.33, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",0.00011814124031261919,4.212144405400397,0.0,0.0,0,7.827852050693907,9575213.715,441060.0,441060.0,23,"[{'commission': None, 'amount': 1000, 'sid': Equity(2862 [TSLA]), 'order_id': '4109050326d941608f3516336d419efe', 'price': 251.455665, 'dt': Timestamp('2017-02-03 21:00:00+0000', tz='UTC')}]",0.0
2017-02-06 21:00:00+00:00,257.77,0.39596823241330165,0.005897260077071004,0.0030217050000003187,0.030903132634849433,0.0241575522164299,0.06404052622739771,0.003148000966082944,0.0,9323757.05,706460.0,706460.0,0.0,0.07043317173280911,706460.0,706460.0,2,-0.0010283772559549994,0.07043317173280911,0.07043317173280911,[],2017-02-06 21:00:00+00:00,2017-02,2017-02-06 14:31:00+00:00,12760.0,10030217.05,"[{'amount': 3000L, 'last_sale_price': 63.64, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 257.77, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",0.001273776362235468,5.375159190223357,0.0,0.0,0,13.25625394644396,9323757.05,693700.0,693700.0,24,[],0.0
2017-02-07 21:00:00+00:00,257.48,0.43823474765899895,0.00582586581502202,0.002900705000000281,0.02830442767676015,0.024202360165360037,0.06276606532958208,0.003745332705279446,0.0,9323757.05,705250.0,705250.0,0.0,0.07032101946722631,705250.0,705250.0,2,-0.0010283772559549994,0.07043317173280911,0.07032101946722631,[],2017-02-07 21:00:00+00:00,2017-02,2017-02-07 14:31:00+00:00,-1210.0,10029007.05,"[{'amount': 3000L, 'last_sale_price': 63.43, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 257.48, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",-0.00012063547518148532,5.014663668914161,0.0,0.0,0,12.306061055151174,9323757.05,706460.0,706460.0,25,[],0.0
2017-02-08 21:00:00+00:00,262.08,0.4145142172812897,0.006196515211334682,0.0037937050000000916,0.0356294605933689,0.02554473163539206,0.06150737394096032,0.004430991324664504,0.0,9323757.05,714180.0,714180.0,0.0,0.0711480851536123,714180.0,714180.0,2,-0.0010283772559549994,0.0711480851536123,0.0711480851536123,[],2017-02-08 21:00:00+00:00,2017-02,2017-02-08 14:31:00+00:00,8930.0,10037937.05,"[{'amount': 3000L, 'last_sale_price': 63.34, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 262.08, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",0.0008904171624846136,5.926122825291828,0.0,0.0,0,15.774355199635615,9323757.05,705250.0,705250.0,26,[],0.0
2017-02-09 21:00:00+00:00,269.2,0.897642633784201,0.007588651542159557,0.005433705000000177,0.04418193067469002,0.031628810951062736,0.06218340858488345,0.021964860827828094,0.0,9323757.05,730580.0,730580.0,0.0,0.07266316977109892,730580.0,730580.0,2,-0.0010283772559549994,0.07266316977109892,0.07266316977109892,[],2017-02-09 21:00:00+00:00,2017-02,2017-02-09 14:31:00+00:00,16400.0,10054337.05,"[{'amount': 3000L, 'last_sale_price': 64.06, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 269.2, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",0.0016338018377990426,6.669179441920603,0.0,0.0,0,22.15468958110772,9323757.05,714180.0,714180.0,27,[],0.0
2017-02-10 21:00:00+00:00,269.23,0.8000212008137867,0.007474101417469125,0.005421705000000054,0.04229155514542546,0.03569979981115323,0.06159026307465061,0.020154894437700924,0.0,9323757.05,730460.0,730460.0,0.0,0.07265210173675334,730460.0,730460.0,2,-0.0010283772559549994,0.07266316977109892,0.07265210173675334,[],2017-02-10 21:00:00+00:00,2017-02,2017-02-10 14:31:00+00:00,-120.0,10054217.05,"[{'amount': 3000L, 'last_sale_price': 64.0, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 269.23, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",-1.1935147927188972e-05,6.515185838312754,0.0,0.0,0,21.70482395806608,9323757.05,730580.0,730580.0,28,[],0.0
2017-02-13 21:00:00+00:00,280.6,0.505120934664602,0.009958502967575673,0.007911704999999936,0.05397425980405401,0.04133673313645847,0.06172395164161528,0.04112971922243717,0.0,9323757.05,755360.0,755360.0,0.0,0.07494307251844048,755360.0,755360.0,2,-0.0010283772559549994,0.07494307251844048,0.07494307251844048,[],2017-02-13 21:00:00+00:00,2017-02,2017-02-13 14:31:00+00:00,24900.0,10079117.05,"[{'amount': 3000L, 'last_sale_price': 64.72, 'cost_basis': 63.029165000000006, 'sid': Equity(1894 [MSFT])}, {'amount': 2000L, 'last_sale_price': 280.6, 'cost_basis': 243.57772750000004, 'sid': Equity(2862 [TSLA])}]",0.00247657275312152,6.882217109151075,0.0,0.0,0,31.089438793429146,9323757.05,730460.0,730460.0,29,[],0.0
